Country Name,Country Code,Year,IC.FRM.BRIB.GRAFT2,IC.FRM.CORR.CORR1,IC.FRM.CORR.CORR11,IC.FRM.CORR.CRIME9,IC.FRM.CRM.CRIME1,IC.FRM.CRM.CRIME2_C,IC.FRM.CRM.CRIME3_C,IC.FRM.CRM.CRIME8,IC.FRM.EMP.GROW.PEFT2,IC.FRM.FCHAR.CAR2,IC.FRM.FCHAR.CAR7,IC.FRM.FCHAR.CAR8,IC.FRM.FIAS.PEFT4,IC.FRM.FIN.FIN1,IC.FRM.FIN.FIN10,IC.FRM.FIN.FIN11,IC.FRM.FIN.FIN12,IC.FRM.FIN.FIN13,IC.FRM.FIN.FIN14,IC.FRM.FIN.FIN16,IC.FRM.FIN.FIN2,IC.FRM.FIN.FIN20,IC.FRM.FIN.FIN21,IC.FRM.FIN.FIN22,IC.FRM.FIN.FIN7,IC.FRM.GEN.GEND1,IC.FRM.GEN.GEND6,IC.FRM.INFOR.INFOR1,IC.FRM.INFOR.INFOR2,IC.FRM.INFRA.IN10_C,IC.FRM.INFRA.IN11,IC.FRM.INFRA.IN12,IC.FRM.INFRA.IN4_C,IC.FRM.OBS.OBST1,IC.FRM.OBS.OBST12,IC.FRM.OBS.OBST13,IC.FRM.OBS.OBST14,IC.FRM.OBS.OBST4,IC.FRM.OBS.OBST8,IC.FRM.PROD.GROW.PEFT3,IC.FRM.REG.BUS5,IC.FRM.REG.REG2_C,IC.FRM.REG.REG4,IC.FRM.REG.REG5,IC.FRM.REG.REG6,IC.FRM.SLS.GROW.PEFT1,IC.FRM.TRD.TR16,IC.FRM.TRD.TR17,IC.FRM.TRD.TR5,IC.FRM.TRD.TR9,IC.FRM.WRKF.WK10,IC.FRM.WRKF.WK9
Afghanistan,AFG,2014,34.6,34.0,62.6,40.8,29.5,6.2,24.2,57.5,6.9,100.0,0.0,0.0,28.5,84.5,197.0,70.7,2.0,3.9,5.1,47.6,1.5,45.0,7.6,3.8,1.2,2.2,0.5,41.5,33.5,38.3,42.1,65.8,9.6,12.1,1.0,0.7,5.0,16.2,10.2,-1.3,27.6,1.5,45.9,39.1,80.5,3.0,2.3,5.9,1.3,46.5,52.5,11.0
Albania,ALB,2013,17.6,18.4,20.1,1.3,53.9,4.2,1.3,5.2,3.5,93.1,6.2,0.0,22.1,81.7,266.9,87.4,12.4,23.0,29.4,8.4,6.9,71.0,3.8,15.2,8.7,13.1,8.0,46.3,23.8,10.5,5.0,20.3,5.7,12.7,19.9,11.9,11.3,5.7,14.2,-6.6,3.2,5.7,14.5,13.4,92.2,-3.5,8.7,12.0,5.2,3.1,6.0,1.7
Albania,ALB,2019,30.0,34.6,43.4,40.0,67.4,2.3,4.5,19.9,7.1,94.4,5.3,0.0,44.4,80.2,177.3,89.5,21.5,30.4,37.8,21.2,12.6,70.3,0.0,5.6,10.8,20.7,16.9,44.7,37.2,11.9,10.7,43.0,1.9,3.1,11.3,3.7,21.1,8.4,8.0,-2.6,16.9,5.7,48.8,29.0,93.2,3.1,14.9,16.4,10.1,7.7,24.8,7.7
Argentina,ARG,2017,7.1,6.0,50.0,39.5,61.9,1.4,1.8,14.0,-0.7,96.7,2.8,0.0,44.3,61.2,219.4,47.8,40.9,29.6,42.4,23.1,23.0,40.5,4.3,57.6,7.8,57.8,7.9,72.5,31.1,3.5,22.8,47.2,0.8,5.3,5.3,7.8,35.9,1.7,2.1,-6.5,25.0,3.3,79.0,59.8,41.1,-6.6,6.8,8.4,2.3,20.0,39.7,49.0
Armenia,ARM,2013,7.0,6.1,15.0,1.9,44.8,2.5,5.3,4.6,1.8,92.5,10.5,0.0,30.5,63.7,258.0,88.0,22.1,43.0,47.3,26.3,14.7,46.1,3.5,23.0,18.2,24.4,10.5,16.5,10.7,5.0,9.6,8.2,0.2,8.1,6.1,22.2,24.7,4.8,0.8,-0.9,4.5,1.7,37.1,28.3,76.0,0.7,7.3,9.1,4.1,21.5,7.7,2.3
Armenia,ARM,2020,1.3,0.1,14.0,6.1,46.6,1.0,1.3,18.7,3.4,94.8,6.4,0.0,32.7,70.5,207.5,71.7,23.1,35.7,40.9,31.6,14.3,35.2,2.7,8.3,13.5,27.4,18.1,28.9,20.6,6.2,8.9,26.4,0.7,29.7,12.9,3.9,10.2,3.8,0.8,3.2,1.1,1.4,25.0,6.4,59.6,5.8,14.2,15.6,7.3,6.1,35.9,3.6
Azerbaijan,AZE,2013,13.5,12.4,4.3,0.6,45.3,3.4,2.9,0.5,0.7,100.0,0.0,0.0,15.7,79.9,238.7,87.5,24.4,16.9,15.5,22.1,19.4,50.7,25.5,5.2,5.0,4.0,2.1,19.6,7.5,3.9,3.0,1.0,1.0,31.2,29.9,5.7,12.1,3.7,0.8,-13.1,3.4,2.0,4.1,4.6,83.3,-13.4,1.3,2.3,0.4,1.2,0.4,0.2
Azerbaijan,AZE,2019,8.7,9.7,5.6,2.4,63.0,2.8,3.5,7.9,7.5,93.5,6.1,0.0,34.1,77.5,198.6,77.8,0.0,19.4,16.8,10.9,0.0,64.5,10.2,5.6,6.8,15.3,10.5,29.9,21.7,12.2,1.2,5.7,1.5,23.7,28.4,2.4,2.3,7.9,2.7,-3.2,2.3,1.9,5.8,3.7,42.4,5.4,9.0,15.3,3.6,7.3,7.8,0.4
Bangladesh,BGD,2013,43.9,41.0,49.6,10.1,78.3,1.9,3.9,8.0,4.7,98.4,1.9,0.2,22.6,74.5,271.1,84.4,19.8,29.9,34.1,22.8,12.4,41.9,15.6,10.5,13.6,12.7,1.7,39.4,9.1,26.1,14.6,52.0,5.5,13.8,1.2,0.5,1.4,7.9,27.8,-2.3,9.0,3.2,7.3,10.8,59.4,2.4,17.9,21.8,14.9,6.2,15.7,3.4
Belarus,BLR,2013,3.8,3.0,11.3,1.5,59.5,1.6,1.9,7.5,4.3,86.0,11.4,8.0,48.3,78.9,155.7,83.0,28.0,33.3,31.8,15.8,13.2,41.1,5.0,16.4,11.4,46.2,17.6,44.7,12.1,12.8,8.2,15.2,0.3,18.0,13.0,0.8,23.0,3.9,0.3,4.5,8.0,1.3,24.5,4.1,37.0,9.0,14.3,21.5,7.5,9.5,18.0,4.5
Belarus,BLR,2018,4.0,3.7,12.9,16.6,59.5,1.5,2.0,3.0,-0.6,84.7,9.7,8.7,42.7,83.4,150.9,72.4,23.5,31.1,39.3,15.6,12.4,45.7,12.2,8.0,10.3,45.5,19.2,20.3,9.6,3.0,6.3,10.0,0.3,17.1,8.4,0.3,21.7,3.7,2.3,0.4,10.5,2.8,27.4,3.0,17.1,-0.3,16.9,23.8,8.4,9.0,18.3,6.3
Belgium,BEL,2020,3.1,0.2,2.5,2.2,69.1,0.8,1.1,6.4,3.8,84.9,14.2,0.7,67.3,59.4,162.0,33.1,51.6,54.1,68.8,10.6,34.6,55.3,4.3,25.8,22.9,44.2,11.8,19.2,11.3,2.5,11.9,29.6,0.4,4.6,6.0,3.9,18.0,0.7,1.9,-0.5,5.5,1.5,28.5,7.6,27.6,2.3,28.9,33.5,14.8,4.5,35.4,17.5
Benin,BEN,2016,12.4,11.0,39.5,23.9,49.7,2.1,3.1,16.0,2.3,77.5,19.4,4.9,52.8,90.5,231.3,79.2,12.0,26.0,24.0,43.2,3.6,31.1,23.9,14.2,10.9,36.7,21.3,66.8,50.1,37.0,22.8,60.4,9.4,32.6,14.2,10.4,10.3,4.7,18.8,-9.2,2.9,1.6,46.9,43.4,60.9,-6.5,17.8,26.3,11.0,30.9,26.9,1.2
Bhutan,BTN,2015,0.3,0.3,3.9,1.5,28.6,1.9,7.1,1.2,13.4,95.5,3.7,1.5,40.0,75.1,178.9,94.5,32.2,42.0,46.5,16.4,18.9,57.8,8.3,5.5,25.9,43.3,32.8,7.2,9.8,10.2,13.8,14.1,3.7,23.8,9.6,1.1,12.1,0.9,6.9,4.4,8.9,1.2,15.8,7.1,81.5,13.4,3.4,16.1,2.4,8.8,14.4,14.7
Bolivia,BOL,2017,6.4,8.7,45.1,28.9,50.2,4.4,5.9,26.1,14.6,89.9,10.2,0.0,43.8,58.6,206.7,95.8,37.0,38.0,47.3,14.0,23.5,44.4,4.7,32.0,17.0,68.6,41.6,78.9,46.8,14.2,29.7,23.6,0.9,5.8,22.9,12.5,11.8,7.8,1.9,-3.1,31.0,4.3,41.4,40.1,52.8,11.6,7.5,12.1,7.2,27.2,17.2,30.0
Bosnia and Herzegovina,BIH,2013,8.7,7.6,31.8,10.1,40.3,1.4,2.5,10.5,0.5,91.3,10.3,0.9,57.3,56.7,220.0,81.8,44.0,45.3,63.2,16.0,29.4,48.4,7.0,44.7,17.8,22.8,7.4,47.0,18.9,5.1,4.0,9.7,1.1,15.0,5.6,1.5,10.9,10.7,1.0,0.6,7.8,2.2,25.1,15.5,73.1,0.8,21.4,27.2,11.9,7.5,10.4,7.3
Bosnia and Herzegovina,BIH,2019,11.9,14.4,29.5,18.0,49.2,2.1,1.5,14.5,2.8,88.6,10.9,2.6,62.9,71.0,212.3,67.3,34.0,40.4,51.4,10.6,20.5,57.9,5.4,12.1,16.1,24.9,13.0,42.1,28.6,2.1,10.7,24.5,0.8,2.9,8.7,7.4,17.8,7.3,4.8,0.3,21.1,2.9,36.5,26.2,61.6,2.2,32.2,36.4,15.8,12.1,24.3,11.2
Bulgaria,BGR,2013,5.2,4.8,24.9,7.5,74.2,1.3,3.2,9.6,-3.8,94.2,7.5,0.0,41.7,75.9,167.5,89.8,18.7,40.6,44.6,18.7,11.6,49.6,9.1,20.7,16.5,41.5,13.3,58.5,31.9,2.0,4.4,14.6,1.1,8.7,25.9,3.7,10.2,11.5,3.1,-2.5,9.2,3.1,14.7,10.4,61.6,-5.7,16.5,20.4,10.9,2.5,13.5,11.0
Bulgaria,BGR,2019,7.1,9.4,26.7,13.8,66.3,2.7,2.6,14.2,-0.2,90.0,11.5,0.0,26.1,53.9,128.6,71.4,62.3,43.8,45.1,10.7,41.7,58.6,2.1,31.8,13.2,41.7,16.2,52.4,34.2,9.3,12.6,12.7,0.9,3.2,23.4,1.5,15.4,4.9,1.2,1.6,6.0,2.6,15.8,10.1,54.6,1.8,23.1,29.3,14.8,9.6,30.3,9.7
Burundi,BDI,2014,19.9,20.0,54.1,50.6,72.0,1.6,3.8,8.0,6.1,83.3,20.6,0.6,41.3,66.4,284.8,96.4,29.9,57.9,61.1,36.7,14.8,31.3,9.9,43.7,21.4,44.0,9.3,51.3,24.4,17.5,15.2,46.9,3.4,9.4,1.5,4.5,30.4,11.6,21.7,-16.6,5.9,1.8,69.9,33.5,86.5,-9.5,7.5,10.8,2.2,35.6,8.8,1.9
Cambodia,KHM,2013,61.8,58.2,47.8,16.2,67.6,12.4,0.5,12.3,10.4,88.5,15.3,0.2,47.2,91.3,239.0,98.8,7.9,3.6,36.8,14.2,3.9,67.1,2.0,0.7,1.2,33.35,13.0,47.349999999999994,36.8,22.9,9.2,33.1,0.4,0.6,12.9,0.5,12.2,13.3,27.6,-1.6,6.1,2.3,23.3,4.9,66.8,2.0,5.2,7.2,4.6,13.0,27.3,1.6
Cambodia,KHM,2016,59.4,58.7,10.2,4.0,53.2,2.7,3.2,24.2,5.9,93.4,4.5,0.0,44.5,96.3,165.1,77.5,2.5,18.2,19.9,16.9,0.9,58.3,3.0,2.5,7.4,46.2,43.7,77.8,32.0,9.0,12.0,6.1,3.6,7.6,28.3,1.4,6.3,6.7,2.4,-4.9,11.1,5.8,6.5,6.4,64.8,0.3,9.6,14.0,9.1,8.0,17.6,5.2
Cameroon,CMR,2016,22.6,20.4,42.0,24.5,61.0,5.7,8.9,28.3,6.2,83.7,7.8,1.7,49.9,62.3,259.9,88.1,15.8,20.2,14.2,41.1,4.1,41.3,35.5,19.1,6.8,39.7,31.0,80.3,53.3,16.6,29.9,51.6,9.9,20.5,23.3,6.5,5.0,7.6,12.7,-1.9,21.3,4.4,41.8,35.8,82.4,4.3,8.8,16.9,2.3,20.5,20.4,6.8
Central African Republic,CAF,2011,14.6,16.8,41.4,8.9,72.7,10.1,12.0,25.6,11.1,65.0,42.6,9.6,52.5,73.9,233.4,83.9,25.3,25.3,26.0,46.0,4.8,25.3,23.8,46.1,6.4,53.3,6.4,66.7,45.0,37.5,33.4,76.1,25.1,19.1,7.2,2.7,3.1,5.9,40.6,2.6,18.7,4.3,31.9,28.2,89.8,12.1,12.1,14.6,3.0,31.9,24.3,8.5
Chad,TCD,2018,22.5,21.0,39.6,25.4,58.0,7.3,9.5,27.8,-0.1,84.1,7.2,2.4,31.4,73.3,165.2,77.8,7.3,9.8,12.0,40.9,1.6,60.1,7.6,30.1,2.4,13.1,9.0,80.0,31.0,18.5,25.1,34.8,9.8,8.3,5.0,8.3,10.5,8.0,15.5,-3.2,14.0,3.2,45.6,42.2,82.0,-3.3,8.0,10.8,2.6,27.4,10.3,8.2
China,CHN,2012,9.9,10.9,0.9,1.3,66.0,1.1,0.5,0.8,9.1,91.6,4.3,3.1,39.5,89.6,197.0,77.6,14.7,22.1,25.3,2.9,4.5,45.5,6.6,16.2,6.4,64.2,13.0,57.7,7.4,26.9,2.1,1.8,1.3,22.4,19.6,4.2,15.1,1.2,4.8,-3.3,1.5,2.1,6.3,3.5,59.4,5.4,10.3,21.0,5.4,0.6,2.3,1.2
Colombia,COL,2017,5.0,9.1,62.1,25.3,77.1,1.7,1.9,26.0,7.8,90.6,10.1,0.0,44.5,46.3,165.4,50.5,53.6,52.7,62.4,22.7,39.1,30.6,5.6,65.4,21.1,66.9,17.3,66.1,47.6,23.5,42.4,50.1,1.9,7.5,21.2,3.4,19.5,12.7,2.2,3.3,30.5,3.5,61.0,45.0,22.4,10.5,8.5,11.5,3.5,24.0,37.9,24.8
"Congo, Dem. Rep.",COD,2013,51.0,53.9,57.7,32.6,48.3,5.2,8.3,27.8,5.2,79.1,14.4,0.5,42.8,92.2,152.1,71.9,7.1,8.7,9.4,39.1,0.9,32.7,12.2,13.8,1.9,15.1,8.0,78.4,38.6,37.2,24.8,52.2,7.8,13.5,11.7,6.1,4.7,11.5,19.1,0.2,23.1,10.3,27.9,38.4,92.3,5.9,4.9,8.2,1.7,25.3,26.7,10.4
Cote d'Ivoire,CIV,2016,19.5,22.9,73.6,31.4,46.5,4.2,10.1,64.4,6.4,63.9,28.9,1.0,33.6,72.4,156.8,85.7,23.6,15.3,21.3,69.1,14.9,33.4,17.5,20.0,7.2,24.4,13.0,75.6,66.9,27.3,53.8,62.7,4.9,25.1,16.0,4.7,8.3,4.7,5.0,-16.3,22.0,3.6,62.6,47.6,75.9,-12.1,6.2,11.3,2.7,45.4,37.4,16.6
Croatia,HRV,2013,3.7,0.0,18.4,11.5,28.0,1.1,1.7,7.2,2.9,91.1,8.7,1.5,63.9,71.1,192.6,86.6,28.5,37.8,53.1,22.1,20.2,48.2,27.2,29.9,10.2,36.3,16.5,47.0,17.7,3.5,5.5,5.1,0.4,20.9,11.1,2.9,27.2,4.4,0.4,-6.4,5.8,2.9,44.2,21.1,36.1,-4.0,21.1,26.4,10.5,8.2,7.5,11.5
Croatia,HRV,2019,7.3,12.6,12.1,12.9,28.3,0.4,1.4,6.2,2.1,95.4,4.7,0.4,47.7,85.6,197.6,98.1,13.5,31.2,36.6,6.1,9.5,68.3,3.2,7.1,9.2,31.7,16.8,17.1,7.4,0.3,4.8,5.3,0.8,1.7,2.7,9.9,47.8,2.6,0.0,0.1,4.3,1.6,39.8,7.0,22.7,2.1,17.8,26.6,7.5,4.5,13.3,7.8
Cyprus,CYP,2019,0.1,0.0,20.7,13.5,95.6,1.4,6.2,13.0,5.2,97.9,2.9,0.4,51.1,77.7,229.9,91.1,21.4,42.2,69.4,20.3,12.7,65.8,15.8,32.4,20.1,45.1,7.7,44.0,35.1,3.1,9.7,42.1,1.7,9.1,31.2,2.9,4.0,1.4,12.3,6.9,14.5,2.0,19.0,15.4,11.1,11.9,6.2,9.1,3.5,4.8,24.0,6.4
Czech Republic,CZE,2013,1.7,0.7,15.7,10.4,56.1,1.3,1.8,9.2,1.1,84.9,16.7,0.0,64.8,65.5,157.9,75.4,34.7,46.6,55.8,15.1,18.5,62.5,6.4,24.2,14.7,30.4,7.9,35.0,23.6,1.9,27.8,47.7,1.0,17.1,19.4,5.5,16.1,4.7,5.0,3.5,5.1,1.6,35.1,17.9,58.4,3.6,37.3,44.4,16.0,4.2,19.9,9.7
Czech Republic,CZE,2019,1.5,0.0,11.5,8.3,65.2,0.8,0.9,9.2,2.1,94.6,6.7,0.0,66.2,77.1,157.4,61.4,34.0,29.4,44.6,13.9,18.8,70.2,0.9,11.0,8.7,29.9,16.0,24.6,16.3,3.9,26.9,44.1,0.3,4.2,9.2,8.8,13.6,1.4,1.6,1.7,4.2,2.3,30.1,14.3,37.6,3.8,25.4,30.2,11.5,9.0,31.8,13.6
Djibouti,DJI,2013,8.4,3.4,39.2,16.8,49.8,4.2,4.4,10.2,6.4,88.7,12.8,0.9,39.5,79.7,227.9,84.1,24.3,25.2,30.5,11.8,13.8,74.6,0.0,6.1,11.5,22.3,7.2,22.2,21.5,21.4,13.8,47.3,4.6,1.9,4.0,1.3,12.4,12.6,48.8,-3.1,12.2,1.4,25.2,20.0,48.0,0.1,14.9,21.2,8.7,21.8,18.8,14.5
Dominican Republic,DOM,2016,11.0,11.9,32.0,25.0,47.7,2.9,6.6,32.4,6.2,96.4,4.6,0.0,35.4,54.6,173.8,47.1,38.6,45.8,50.8,14.3,28.3,62.2,1.5,43.5,20.6,32.2,13.4,61.1,48.4,23.3,13.8,37.6,3.1,5.2,8.7,4.7,11.2,18.6,14.9,0.7,6.6,2.1,39.7,32.0,20.3,7.9,5.4,8.5,2.8,15.2,31.4,15.5
Ecuador,ECU,2017,4.5,3.5,49.4,18.9,68.2,1.8,2.3,18.0,1.5,90.2,12.0,0.0,48.2,54.7,204.1,58.1,35.6,40.2,59.6,13.3,18.2,35.9,5.4,63.6,15.5,70.4,17.7,67.1,41.9,4.6,21.6,27.4,1.1,10.7,15.5,4.9,7.8,6.2,2.9,-2.4,23.5,3.5,40.9,32.7,17.5,-1.4,3.2,8.2,1.9,26.0,22.3,25.3
"Egypt, Arab Rep.",EGY,2013,15.6,9.4,59.0,4.7,20.4,4.4,11.4,34.6,-1.3,93.4,7.2,0.2,14.2,89.1,272.5,92.4,8.9,6.3,6.0,28.5,5.2,69.9,42.2,19.6,2.0,16.1,3.9,47.9,32.6,20.9,13.6,35.7,7.7,10.4,4.4,1.2,3.9,5.5,9.2,-11.0,17.2,2.1,20.4,14.9,72.8,-12.2,7.4,10.0,3.8,8.8,11.7,13.3
"Egypt, Arab Rep.",EGY,2016,13.6,13.2,68.2,24.0,30.9,3.3,17.0,10.3,-0.6,95.5,4.9,0.6,14.8,82.1,158.2,98.5,14.6,2.4,6.6,23.4,7.9,70.5,20.9,20.5,0.9,17.8,2.4,43.0,22.7,13.6,17.8,18.8,4.3,13.2,3.1,1.9,8.7,6.6,5.9,5.1,34.1,3.2,47.8,29.4,84.6,5.7,7.8,9.2,4.5,20.1,19.0,19.8
"Egypt, Arab Rep.",EGY,2020,4.7,4.6,34.8,8.0,9.4,2.0,3.6,11.8,3.8,91.6,4.6,0.1,6.2,90.7,215.8,95.4,10.3,4.8,4.4,18.3,6.7,71.6,17.6,15.5,1.6,5.2,2.3,39.1,21.1,16.3,13.0,20.2,0.2,8.4,8.7,6.3,24.4,14.6,3.1,-12.5,13.8,2.6,24.4,18.1,76.0,-8.9,6.3,7.5,2.9,15.3,10.8,6.8
El Salvador,SLV,2016,2.3,0.7,48.1,26.5,80.2,4.1,3.3,48.5,1.5,87.1,11.7,1.9,30.8,62.3,205.1,75.7,25.2,35.2,40.2,20.7,20.0,54.0,1.7,50.7,14.5,38.4,24.2,67.7,40.0,4.2,16.0,19.1,1.1,5.4,18.8,0.9,10.0,3.9,1.3,1.5,22.2,2.1,28.6,21.3,40.5,2.7,8.6,12.8,2.9,18.4,25.6,7.4
Estonia,EST,2013,0.0,0.0,2.1,0.6,71.1,0.6,1.2,2.2,3.8,86.6,14.7,0.0,64.2,77.0,138.9,79.9,32.5,25.1,37.9,5.2,20.1,62.7,13.7,39.8,6.8,38.3,14.6,32.1,9.7,1.3,5.4,13.6,0.1,12.4,22.7,2.0,27.0,0.0,7.2,5.2,0.5,2.7,15.7,3.6,21.1,6.9,28.5,39.2,14.3,1.5,4.1,0.6
Estonia,EST,2019,0.0,0.0,4.4,2.6,76.2,0.5,1.1,3.2,4.3,88.3,12.3,0.0,58.8,73.7,197.2,70.2,30.3,26.2,39.3,8.6,17.9,65.8,13.3,29.3,5.9,35.5,16.2,29.9,18.0,1.7,10.4,14.4,0.1,8.0,20.4,0.4,19.3,0.5,2.1,0.7,2.4,1.9,24.2,6.6,23.5,4.5,31.0,37.8,16.0,4.6,15.9,5.3
Eswatini,SWZ,2016,5.3,6.6,30.4,5.4,76.6,10.7,7.1,30.8,7.0,81.3,19.8,1.1,39.1,56.2,285.5,64.3,30.4,32.0,26.7,10.0,12.7,41.6,0.0,22.9,8.9,36.0,16.9,73.5,32.9,29.2,5.8,4.2,7.0,5.8,12.2,3.2,13.8,17.8,13.4,-5.6,10.2,3.7,26.0,7.2,68.9,0.7,10.5,14.6,2.2,11.3,6.2,2.9
Ethiopia,ETH,2011,4.3,3.8,7.1,2.8,44.4,1.9,2.9,1.7,14.7,96.0,5.1,0.1,36.5,86.3,234.0,85.3,16.6,13.6,15.8,31.1,8.2,35.5,14.9,3.0,5.4,35.3,7.2,37.3,11.3,21.7,10.2,23.1,4.3,33.2,4.5,7.1,7.1,2.7,12.2,-7.7,3.0,2.3,23.4,22.6,56.7,5.3,3.9,6.4,2.4,19.7,4.3,1.5
Ethiopia,ETH,2015,19.8,17.4,27.9,7.5,55.3,1.1,3.4,2.4,9.0,95.9,6.5,0.4,37.2,83.3,296.2,85.8,12.9,16.4,32.8,20.3,7.8,32.8,15.1,7.4,8.7,36.2,16.5,23.1,19.3,48.9,8.3,33.3,6.9,40.4,5.8,6.6,7.6,7.1,10.1,-8.7,6.4,3.7,22.8,17.1,42.8,0.2,7.2,8.5,5.9,13.5,3.4,0.9
"Gambia, The",GMB,2018,6.7,5.6,15.8,7.4,33.1,6.3,7.0,8.2,9.3,87.9,15.0,0.2,54.9,84.6,224.4,92.5,10.1,13.7,10.6,63.3,3.2,15.6,6.8,21.0,3.9,16.8,12.3,71.1,34.7,41.1,20.9,69.0,14.2,53.1,3.6,0.0,6.8,0.4,20.8,-2.3,10.1,4.4,43.3,19.3,85.9,8.3,6.2,12.5,3.0,19.4,19.1,4.5
Georgia,GEO,2013,0.9,0.2,3.8,4.0,50.5,2.1,3.5,4.8,8.2,95.4,6.0,0.6,38.7,74.3,247.8,96.6,23.6,28.0,37.9,19.9,15.0,60.9,4.9,10.0,14.8,36.1,20.4,56.3,14.3,1.8,11.7,28.7,1.9,21.4,7.9,4.2,16.7,0.5,2.1,3.2,0.0,3.5,28.7,6.1,26.5,8.4,2.5,5.1,1.5,3.2,13.0,0.8
Georgia,GEO,2019,0.6,1.0,11.3,4.6,70.8,1.9,1.3,13.2,6.9,83.6,6.9,0.0,49.5,69.8,194.2,80.5,34.5,31.5,43.3,22.4,19.8,57.2,12.7,24.0,15.2,22.4,11.5,22.4,13.2,2.5,21.2,38.2,0.5,26.4,2.4,0.6,5.7,1.0,2.9,-4.7,6.8,2.2,17.3,7.8,22.3,-1.3,11.9,15.2,7.0,7.7,42.5,4.2
Ghana,GHA,2013,14.7,11.4,43.5,9.7,52.3,3.5,7.8,9.9,5.7,85.2,15.9,0.3,49.6,76.0,240.0,79.5,21.2,25.3,23.3,62.2,12.6,22.5,9.4,36.5,10.6,31.6,14.7,69.4,29.5,21.5,22.0,61.2,15.8,49.5,2.9,1.3,5.3,3.9,18.7,4.9,16.5,3.0,52.2,38.2,87.9,9.2,8.0,17.3,3.8,25.1,15.3,3.6
Greece,GRC,2018,2.3,1.7,43.2,30.1,59.9,0.8,1.1,24.9,4.3,92.5,7.0,0.0,50.1,89.1,171.5,74.9,8.3,16.8,35.5,35.9,5.0,64.8,15.3,29.0,5.3,45.9,16.5,41.9,27.3,1.8,26.4,44.9,0.3,16.1,1.8,5.6,40.3,2.1,0.3,0.2,27.9,2.3,85.8,63.2,39.2,4.3,15.7,20.1,7.5,13.0,45.8,36.7
Guatemala,GTM,2017,1.5,0.3,69.0,38.2,64.5,2.8,4.0,38.0,2.8,92.1,9.0,0.1,41.7,58.0,190.1,66.6,37.6,30.0,42.4,13.0,25.5,54.4,2.7,38.9,10.2,31.5,18.4,77.1,48.3,7.0,19.2,11.7,1.4,5.2,17.4,3.7,1.1,22.8,4.0,-0.7,12.7,3.8,18.3,14.0,47.3,1.5,6.2,9.6,2.2,17.9,32.5,11.9
Guinea,GIN,2016,6.0,6.9,31.3,18.9,52.2,5.0,9.6,36.4,11.0,91.7,7.3,0.0,27.2,92.4,197.0,100.0,9.2,11.4,3.9,30.4,2.8,54.8,14.8,13.5,3.9,9.0,5.3,75.7,38.8,26.6,36.8,32.1,4.7,6.5,3.0,3.4,9.7,5.7,4.4,-0.3,7.9,2.9,36.1,37.2,76.2,10.6,1.7,8.0,1.4,42.2,14.9,12.8
Honduras,HND,2016,6.0,3.9,64.5,51.5,64.1,4.5,7.2,29.7,0.9,91.6,8.3,1.3,42.2,55.9,223.2,72.8,37.4,38.1,44.6,40.7,26.1,34.0,5.9,59.4,17.0,54.7,26.5,72.5,47.9,20.0,26.5,34.5,3.7,18.3,16.0,3.4,11.2,7.1,3.3,-2.0,48.9,2.1,66.7,49.8,43.1,0.2,5.8,10.6,2.6,31.2,35.1,21.3
Hungary,HUN,2013,1.3,0.0,10.8,1.0,36.4,5.7,0.9,4.2,-0.8,93.8,7.2,0.3,33.3,72.8,181.8,78.5,25.0,28.8,39.1,9.6,17.6,47.3,8.8,40.0,10.6,48.7,11.8,16.1,10.4,16.6,5.8,11.6,1.6,10.7,11.3,10.2,28.6,3.3,3.0,4.4,3.3,1.8,28.4,17.9,57.4,2.1,12.7,17.9,5.8,2.2,10.1,5.6
